2,17,,,,,,,,,,,,,,,
Gene name,P35998,P35972,P35975,P10876,P36001,P36007,P35930,P35937,P10865,P35987,P35963,P35982,P10880,P36016,P35955,P35990
Lasp1,63.06359163,33.84186944,24.72563906,33.13261796,37.53313555,39.84844372,31.18930369,32.9839578,33.79237301,73.64389791,29.66715151,53.64017431,38.82507197,106.8796675,43.51648049,67.76474436
Pik3c2b,2.196244485,2.668031201,1.373646615,0.646039905,1.32158928,0.377710367,0.854501471,2.58964958,2.793857611,4.32563277,2.78507953,2.877250729,3.204609115,3.878697611,4.131311439,3.332692346
Chst15,8.157479515,9.970011329,6.618479143,2.768742448,4.229085695,3.399393303,5.340634194,9.54081424,1.729530902,11.13850438,5.449068645,12.33107455,3.327863312,10.98964323,11.47586511,11.22006423
Cpsf3,53.02361684,35.80778717,39.33624397,53.43672925,54.71379619,39.37630576,35.141373,44.97812428,60.79966325,51.04246668,39.35438466,48.50222658,66.18750365,51.28500174,58.11378091,57.87775707
Snx30,3.137492121,1.965917727,0.99901572,2.122702544,1.057271424,1.699696651,1.281752207,1.362973463,4.257306836,4.109351131,2.179627458,4.932429822,3.697625902,3.878697611,3.21324223,3.44378209
Fcho2,25.57056079,23.02932194,15.23498973,22.70368808,14.44937613,13.12543525,12.81752207,19.62681787,15.1666556,27.14334563,19.13228547,35.76011621,23.54155158,31.46054729,24.97148248,24.55083361
Map2k5,23.68806551,20.08044535,19.73056047,24.18035071,23.96481894,19.07437353,20.5080353,22.76165683,24.08039179,20.00605156,14.89412096,21.78489838,21.44623023,18.96252165,20.38113643,28.21679519
Kbtbd4,16.00120982,11.65508367,11.48868078,11.81330111,12.86346899,9.820469541,13.35158548,18.67273644,17.82747237,18.38393927,15.13630179,16.85246856,20.46019666,24.56508487,22.58450253,17.44108994
Rab7,195.3088845,167.945543,175.8267667,195.7500911,182.2912147,184.9836522,161.9280288,200.7659911,185.7250107,200.9256422,191.4439451,240.2504359,168.9815037,219.5773814,214.1855464,208.8487203
Cdipt,34.98303715,27.38242548,34.5909193,35.809069,32.42299033,27.38400161,29.69392612,42.25217735,36.32014894,37.95742755,31.96786939,37.60977739,35.49720866,31.02958089,43.05744589,41.54756457
Pdlim7,8.628103333,10.95297019,10.23991113,16.79703752,10.83703209,9.065048807,8.331389342,9.404516894,16.8961865,9.408251274,11.86686061,8.01519846,21.56948443,16.16124005,10.0987613,17.66326943
Creb3,62.2792186,67.40289349,77.92322614,86.4770558,95.85927576,88.38422587,90.14990519,73.3279723,98.1841389,73.86017954,89.36472578,70.08160705,95.39874828,72.8333218,73.9045713,116.5331423
Cblb,11.13809703,8.284938992,5.744340389,6.275816216,7.929535679,8.781766032,6.515573717,10.9037877,7.184205285,9.948955371,11.14031812,9.248305916,5.916201444,14.65285764,10.00695437,12.8864104
Mob3c,2.980617515,2.246763116,1.373646615,1.384371224,1.850224992,1.227558693,1.815815626,1.635568155,1.862571741,2.379098023,2.421808287,4.110358185,2.588338132,3.016764808,2.478786863,2.555064132
4930402H24Rik,14.58933836,12.35719714,9.490649338,13.28996375,9.779760671,6.704359014,8.865452762,14.7201134,16.09794147,24.54796597,11.26140853,23.01800584,14.29748682,32.96892969,16.34163191,19.88506433
Prrg1,2.039369879,1.965917727,1.74827751,2.491868203,1.32158928,1.699696651,1.92262831,3.271136311,2.128653418,2.054675566,3.511622016,6.165537277,1.972067148,4.740630413,2.019752259,3.66596158
Rai14,15.6874606,12.21677445,9.740403268,19.01203148,12.07051542,14.54184913,16.555966,15.67419482,23.81431011,30.82013348,14.65194013,18.29109392,16.02304558,41.80374092,17.71873573,28.99442341
Fam110c,6.431858848,4.493526233,3.871185914,4.245405087,3.436132128,2.266262202,2.029440994,4.225217735,2.92689845,8.867547178,4.117074087,6.371055186,6.902235018,6.464496018,8.813464403,6.332115456
Plxnc1,1.882495273,0.561690779,1.24876965,1.107496979,0.704847616,0.849848326,1.602190258,0.954081424,2.261694256,0.865126554,2.78507953,1.027589546,0.862779377,3.878697611,0.642648446,3.332692346
Bora,0.156874606,0.421268084,0.24975393,0.36916566,0.528635712,0.377710367,0.320438052,1.09037877,1.064326709,0.432563277,0.726542486,0.205517909,1.109287771,0.646449602,0.826262288,1.110897449
1600012H06Rik,17.41308127,17.27199146,17.85740599,13.84371224,14.71369398,8.215200482,15.59465185,18.94533113,19.55700328,26.06193744,21.31191292,21.57938047,22.6787722,21.76380326,23.3189579,22.5512182
Bche,3.294366727,5.336062402,2.372662334,0.55374849,3.171814272,3.116110527,1.174939523,3.407433657,0.266081677,2.8116613,4.48034533,28.36147148,0.493016787,13.35995844,17.62692881,8.442820609
Usp12,15.530586,19.51875457,16.23400545,16.98162035,15.15422374,15.958263,18.47859431,13.49343728,16.76314567,25.95379662,14.65194013,20.55179092,17.50209594,22.84121926,18.63680494,21.99576948
Trim3,14.74621297,12.49761984,10.98917292,10.5212213,16.03528326,11.14245583,10.36083034,10.9037877,21.28653418,16.54554534,14.65194013,9.864859644,18.24162112,16.80768965,15.42356271,20.21833356
Tnpo2,37.96365466,28.92707512,23.22711548,25.10326486,20.61679277,22.56819443,22.00341288,37.48177023,46.56429352,46.39241146,27.8507953,44.18635049,44.00174824,68.52365779,39.66058981,42.54737228
Galc,11.60872085,8.004093602,6.868233073,4.799153577,6.960370207,8.970621216,7.476887871,11.58527443,6.519001092,11.03036356,13.56212641,10.68693128,3.944134296,11.20512643,13.03658276,15.1082053
Bmi1,18.82495273,15.86776451,12.36281953,13.65912941,11.27756185,11.4257386,15.16740111,17.85495236,9.57894038,20.00605156,16.22611552,25.68973866,10.72311512,23.48766887,15.05633502,21.5514105
Exoc3,34.04178951,34.965251,28.97145587,27.59513307,36.12344032,27.57285679,30.33480222,38.43585165,40.84353745,35.36204789,32.9365927,49.73533404,46.71334057,34.2618289,48.10682653,38.43705172
Bcar1,53.65111527,51.95639707,38.96161307,30.54845835,56.47591522,64.0219072,39.84113109,60.78861645,98.45022058,58.61232403,58.12339888,55.28431759,107.4776596,69.6010738,58.11378091,84.87256507
Mipep,52.86674224,55.74780983,55.69512638,55.19026614,49.60365097,45.04196126,50.09514874,57.65377748,59.86837738,67.26358957,53.03760148,74.39748315,56.20391372,60.76626257,86.84934714,63.98769303
Slk,44.23863891,36.50990064,25.35002389,29.44096137,26.6079975,25.87316014,21.89660019,41.16179858,25.67688185,48.77150948,30.51478441,54.25672804,33.40188732,75.41912021,39.29336213,46.43551335
Clasp1,16.47183364,13.76142409,12.1130656,18.5505744,10.22029043,10.48146268,10.04039228,16.90087094,18.09355405,19.78976992,10.77704688,21.57938047,19.35090889,31.89151369,19.55487414,18.77416688
Smarce1,53.33736606,55.46696444,53.32246404,43.65383927,72.59930444,58.82838966,68.46693037,66.78569968,85.27917755,66.50660384,56.67031391,68.02642796,64.95496168,111.4048147,66.19278994,82.53968042
Slc36a1,3.764990545,1.685072337,2.497539299,4.891444992,1.76211904,1.227558693,1.174939523,2.180757541,4.523388513,4.109351131,1.695265801,3.288286548,4.437151083,2.370315207,3.21324223,4.999038518
Fbxw4,16.94245745,16.56987798,14.36085097,12.18246677,19.55952134,12.93658007,14.84696306,14.31122136,15.8318598,18.16765763,14.65194013,16.85246856,14.79050361,24.56508487,17.53512189,19.44070535
Arhgap18,7.059357272,8.706207076,5.244832529,4.153113672,4.581509503,2.738400161,5.767884929,7.768948739,7.317246124,8.434983901,5.085797402,6.165537277,8.504539575,12.71350884,3.488662993,10.33134627
Frs2,2.980617515,2.668031201,1.123892685,2.861033863,1.585907136,1.510841468,1.815815626,4.088920389,2.92689845,5.515181781,2.300717872,4.932429822,3.944134296,5.387080015,2.570593784,4.332500049
Polr1b,6.431858848,6.880712044,4.620447704,4.429987917,4.229085695,6.798786605,5.23382151,8.314138124,8.115491156,7.786138986,5.933430303,8.837270097,9.490573149,13.79092484,8.354429799,7.998461629
Pus7,15.21683679,16.99114607,10.48966506,9.782889984,10.92513805,11.89787656,11.53576986,13.22084259,9.845022058,15.68041879,11.62467978,17.8800581,15.037012,17.88510565,16.15801807,14.88602581
Slc20a1,41.72864521,39.03750915,24.6007621,44.29987917,35.15427484,49.10234771,44.11363844,21.94387275,32.46196462,28.33289464,61.6350209,55.90087131,38.45530938,76.28105301,29.10279391,60.65500069
Vash1,0.313749212,2.106340422,1.373646615,1.845828299,0.616741664,0.188855183,1.709002942,1.09037877,2.128653418,1.40583065,1.331994558,1.849661183,1.972067148,3.232248009,1.377103813,2.221794897
Qpct,5.647485818,15.58691912,11.86331167,63.21961924,18.14982611,25.30659459,17.30365479,23.44314356,65.72217428,18.05951681,6.781063203,70.08160705,19.22765469,5.387080015,76.47516508,65.09859048
Ppp1r11,23.68806551,19.65917727,19.9803144,20.3964027,22.11459395,19.35765631,20.93528604,26.03279314,29.53506617,23.46655778,21.19082251,27.95043566,23.41829738,29.09023208,27.54207626,25.88391055
Micu1,45.96425957,37.35243681,38.83673611,31.84053815,33.74457961,44.75867849,34.60730958,49.33963936,30.59939288,54.28669126,32.33114063,66.17676678,32.78561633,42.66567372,59.3990778,53.54525702
Dync1li1,30.43367357,24.2931262,18.98129868,25.74930477,24.2291368,25.96758773,19.76034652,28.07725334,22.48390173,24.76424761,19.73773754,29.38906102,26.99266909,34.2618289,27.81749702,28.10570545
Spns1,50.82737236,46.19906658,47.07861579,37.74718871,54.18516047,52.5961686,53.83359267,50.15742343,53.88153964,44.55401753,47.34635201,44.80290421,56.6969305,38.14052651,62.42870619,63.43224431
Phf3,73.10356642,54.76485096,37.71284342,52.88298076,43.08381052,42.02027833,31.08249101,66.37680764,58.27188731,57.20649338,54.49068645,69.25953541,68.77584178,75.41912021,59.67449856,65.65403921
Itga8,4.392488969,3.089299285,0.874138755,1.199788394,1.76211904,2.266262202,2.670317097,2.317054887,0.93128587,4.974477685,2.663989115,2.466214911,1.109287771,8.619328024,4.406732202,5.443397498
Klc2,13.33434151,14.32311487,13.98622008,15.68954054,11.013244,13.6920008,13.2447728,20.58089929,21.95173837,17.62695354,15.86284428,19.9352372,22.43226381,21.76380326,17.1678942,19.21852586
4931406P16Rik,21.80557024,16.1486099,14.48572794,14.12058649,15.4185416,11.33131101,11.21533181,17.30976298,11.97367548,18.05951681,19.73773754,20.34627301,12.69518226,23.48766887,19.00403262,21.21814127
Emd,15.6874606,17.27199146,15.60962062,16.0587062,17.26876659,16.43040096,18.69221968,15.81049217,12.23975715,14.81529224,14.53084972,20.96282674,17.74860433,12.92899204,17.1678942,19.55179509
Prrc2c,55.84735975,38.47581837,28.47194801,47.71466152,44.49350575,45.89180959,35.03456031,46.20480039,76.76456388,51.47502996,50.61579319,49.73533404,64.09218231,108.6035331,52.51355873,69.43109053
Peak1,5.96123503,5.476485096,2.997047159,3.783948013,2.114542848,1.510841468,1.92262831,4.634109774,3.192980127,6.164026697,2.179627458,8.01519846,2.588338132,9.912227228,3.488662993,6.776474436
Supt16,42.35614363,31.87595171,27.0983014,34.6092806,25.28640822,27.28957401,28.19854854,38.43585165,38.04967984,43.90517261,36.93257637,51.37947731,38.57856358,64.42947698,43.33286665,42.1030133
Ccr7,0.470623818,0.421268084,0.49950786,0.092291415,0.264317856,0.660993142,0.427250736,1.09037877,0.399122516,1.189549012,0.121090414,0.822071637,0.493016787,0.430966401,1.00987613,1.110897449
Naf1,3.294366727,2.94887659,4.745324669,1.015205564,4.317191647,4.154814037,3.097567832,2.725946926,2.793857611,3.027942939,3.511622016,4.932429822,2.465083935,2.801281608,4.590346043,5.221218008
Natd1,8.314354121,4.633948928,5.119955564,4.337696502,4.493403551,3.399393303,4.165694671,5.315596505,4.656429352,6.921012432,5.327978231,9.248305916,5.176676263,9.481260827,8.079009036,6.776474436
Ehd3,47.68988024,63.33063535,38.58698218,46.88403879,38.76661888,30.40568454,31.61655443,50.83891017,18.62571741,65.10077319,20.46428002,64.12158768,18.48812951,70.0320402,64.81568613,69.65327002
Exoc7,27.13930685,22.60805386,20.47982226,14.76662639,24.4053487,15.86383541,19.11947041,33.12025515,23.14910592,33.09109069,25.67116784,51.1739594,31.55307437,46.32888813,34.42759532,29.99423111
Trpc4ap,95.37976048,87.34291615,66.18479143,86.93851288,71.63013897,74.97550784,65.36936253,88.72957244,105.6344259,91.27085144,79.19313098,103.9920621,100.4521703,127.3505716,102.5483306,95.75936006
Agpat1,8.314354121,5.476485096,6.868233073,10.24434706,8.193853535,6.043365872,5.020196142,7.768948739,8.913736187,8.002420624,9.566142733,9.659341734,13.06494485,26.07346727,9.088885166,12.21987193
Kmt2e,43.29739127,35.66736447,33.46702661,44.94591908,30.57276534,38.33760225,36.10268715,41.02550123,62.39615331,41.41793377,56.67031391,43.77531467,59.65503122,69.17010739,40.11962442,57.2112186
Prrc1,25.25681157,16.71030068,18.60666778,30.82533259,25.99125584,22.47376683,18.90584505,28.89503741,24.87863682,27.46776809,30.03042276,29.59457893,30.3205324,34.6927953,28.64375931,29.88314136
Pank2,28.70805291,29.34834321,30.84461035,27.7797159,35.33048675,22.94590479,29.8007388,28.62244272,24.21343263,25.08867006,27.12425281,28.9780252,33.64839571,33.39989609,30.38809081,32.54929524
Tapbp,66.98545678,59.53922259,56.6941421,72.9102178,59.6477295,46.64723032,72.95306309,80.688029,86.4765451,80.24048788,75.1971473,131.5314619,96.63129025,92.65777626,70.32410138,86.205642
Hnrnpul1,130.6765468,111.4956197,102.1493573,89.70725532,98.06192456,96.12728839,88.44090225,163.2842209,146.3449225,158.2100186,99.77850141,175.1012587,124.9797555,209.2341878,147.4419149,151.082053
Hmgxb4,2.509993697,4.212680843,2.872170194,2.399576788,2.64317856,1.794124243,1.281752207,2.998541618,4.656429352,6.704730793,3.269441187,5.137947731,5.423184657,4.094180812,3.947697597,5.110128263
Nol10,19.76620036,15.86776451,14.9852358,22.242231,20.08815705,17.75238725,16.34234063,22.62535948,24.74559598,17.95137599,12.10904143,23.22352374,19.1044005,20.90187046,19.18764646,24.43974387
Loxl2,12.8637177,13.05931061,14.6106049,6.368107631,7.665217823,11.04802823,14.74015038,9.131922201,14.90057392,10.81408192,7.870876932,19.11316556,10.35335253,41.15729132,19.83029491,18.77416688
Pold3,3.764990545,2.668031201,0.74926179,3.968530842,4.052873791,2.549544977,3.097567832,3.543731004,4.78947019,6.272167516,3.63271243,4.932429822,2.588338132,6.033529617,6.059256777,5.665576987
Cpeb3,3.764990545,3.931835454,1.99803144,2.584159618,3.08370832,2.360689794,2.029440994,3.952623042,4.656429352,4.650055228,3.995983673,3.904840276,4.313896886,4.740630413,3.855890676,4.665769284
Dcun1d5,33.25741648,40.16089071,43.8318147,31.74824674,48.98690931,43.4366922,45.7158287,38.572149,47.49557939,45.5272849,45.40890538,43.77531467,45.4807986,50.20758574,37.08999603,53.10089804
Ncbp3,15.530586,13.340156,16.85839027,12.45934102,14.80179993,16.80811133,13.03114743,16.62827625,19.82308495,17.51881272,11.0192277,13.15314619,10.72311512,22.62573606,19.83029491,21.99576948
Myo5a,2.353119091,1.123381558,0.874138755,26.48763609,1.409695232,1.321986284,1.495377574,1.635568155,2.261694256,2.162816385,2.300717872,3.288286548,15.1602662,17.45413925,1.468910734,16.33019249
Pdcd6ip,104.6353622,80.6026268,63.06286731,79.09374261,79.73588655,77.24177005,67.71924158,97.72519729,91.39905613,91.81155554,70.23244032,129.4762828,104.5195588,122.1789747,85.56405025,97.31461649
Psme1,114.675337,126.3804253,101.6498495,101.7051393,121.3218959,141.1692497,140.1382412,138.7506985,131.5773894,139.8260793,128.1136584,140.9852857,133.7308035,137.6937652,122.5622394,149.0824376
Slc45a4,16.62870824,8.004093602,10.48966506,6.829564706,10.48460829,11.4257386,10.25401765,13.62973463,12.10671631,18.92464337,11.74577019,20.34627301,9.120810559,17.02317285,13.49561737,17.77435918
Homer3,4.078739757,5.055217012,2.747293229,4.799153577,6.872264255,3.965958853,4.486132723,5.588191198,7.849409478,4.217491951,6.538882374,6.371055186,5.29993046,3.878697611,5.875642935,8.109551374
Sp2,8.784977939,6.740289349,3.996062879,5.629776311,7.489005919,6.609931422,4.913383458,8.45043547,8.64765451,10.81408192,7.749786518,11.30348501,7.641760198,10.34319363,6.518291381,10.33134627
Fen1,4.706238181,3.22972198,4.495570739,6.091233386,6.167416639,4.154814037,3.418005884,6.269677929,6.385960254,6.380308335,5.206887817,4.521394003,3.327863312,6.895462419,4.957573727,8.442820609
Usf1,37.17928163,36.22905525,39.211367,42.91550795,36.12344032,26.15644291,37.06400131,38.02695962,47.09645687,50.06919931,36.3271243,45.21394003,34.51117509,41.80374092,45.62803967,49.65711595
Rb1cc1,136.4809073,96.47039131,101.7747265,118.317594,109.4275924,113.6908205,81.71170317,113.5356895,75.83327801,128.9038565,91.66544365,133.7921589,82.70356602,129.7208868,115.6767203,142.5281426
Arl2bp,3.451241333,4.072258149,5.619463424,8.58310159,4.140979743,4.721379587,2.349879045,5.179299159,2.660816772,5.407040962,4.238164502,3.699322366,2.218575541,3.232248009,5.875642935,9.775897547
Rab1b,87.69290478,62.48809918,75.9251947,97.82889984,77.09270799,75.4476458,75.40975482,97.04371056,108.827406,97.54301896,76.77132269,115.2955471,108.3404389,112.4822307,89.60355476,99.75859088
Pds5b,20.07994957,15.44649643,9.240895408,14.58204356,13.12778685,12.08673174,7.049637136,24.12463029,16.23098231,18.27579845,9.20287149,25.27870284,16.88582495,30.38313129,16.61705268,21.10705152
Crtc3,4.706238181,5.757330486,3.996062879,5.168319237,4.052873791,2.738400161,3.418005884,6.678569968,5.986837738,6.596589974,5.57015906,7.193126823,7.518506001,4.309664012,5.967449856,6.887564181
Fbxo11,37.49303085,32.99933327,29.5958407,32.39428664,30.30844748,35.22149172,31.72336711,47.02258447,44.30259926,45.85170736,39.11220383,42.74772512,40.67388493,83.39199863,44.98539122,50.32365442
Rundc3b,4.078739757,3.089299285,2.247785369,1.384371224,2.290754752,1.321986284,1.068126839,3.407433657,0.93128587,2.91980212,2.300717872,4.110358185,1.109287771,4.309664012,3.488662993,3.999230815
Utrn,44.86613733,35.38651908,24.2261312,33.77865787,23.52428918,27.00629124,20.93528604,33.93803923,23.28214676,55.80066273,29.42497068,51.99603104,23.54155158,63.13657778,40.85407978,48.99057748
Pgs1,10.03997479,9.829588635,13.36183525,15.68954054,15.5947535,13.88085599,9.719954233,10.9037877,12.23975715,9.408251274,13.31994558,12.53659246,14.17423263,14.65285764,9.54791977,16.99673096
Arnt,31.53179582,30.47172477,19.73056047,24.27264213,21.58595824,21.52949092,20.93528604,29.57652415,38.84792488,35.68647035,31.96786939,36.17115203,35.12744607,50.42306894,33.8767538,35.43762861
Snap47,15.530586,13.19973331,14.86035883,19.93494563,14.36127017,9.726041949,13.56521085,18.94533113,26.60816772,16.97810862,15.13630179,26.30629238,26.3763981,19.39348805,23.04353714,20.66269254
Sf3a3,34.35553872,40.16089071,36.96358163,38.39322862,41.58600934,38.05431947,40.58881987,48.38555793,43.90347674,37.30858264,33.29986394,41.92565349,43.50873145,64.86044338,39.93601058,47.99076978
Ergic3,153.7371139,151.7969331,164.8375938,134.0071345,163.6127528,144.3797878,163.7438444,135.6158596,156.4560262,135.824869,159.1128044,152.2887707,168.4884869,157.5182196,162.406443,167.8566045
